tax_id	scientific_name	type	is_metagenome
205	Campylobacter sp.		0
2815818	Sodaliphilus sp.		0
2485925	Oscillospiraceae bacterium		0
2447898	Candidatus Kapaibacterium sp.		0
544645	Butyricimonas virosa		0
2185275	Lawsonibacter sp.		0
2791017	Sphaerochaetaceae bacterium		0
1690	Bifidobacterium pseudolongum subsp. globosum		0
114652	Streptococcus orisratti		0
2053619	Succinivibrio sp.		0
2774296	Ruminobacter sp.		0
1981025	Sutterella sp.		0
2652289	Selenomonadaceae bacterium		0
3048884	Candidatus Spyradosoma sp.		0
1562970	Fermentimonas caenicola		0
1926877	Proteiniphilum sp.		0
1872483	Alysiella sp.		0
460853	Candelina mexicana		0
460854	Candelina submexicana		0
1116844	Thelocarpon impressellum		0
318763	Pleopsidium flavum		0
2939400	Chrysothrix sp. TS-e1954		0
2939408	Vezdaea acicularis		0
2939406	Bogoriella megaspora		0
2939410	Caeruleum heppii		0
2939405	Vezdaea aestivalis		0
164576	Chaenotheca gracillima		0
1915306	Klebsiella pneumoniae phage		0
128780	Stenotrophomonas acidaminiphila		0
2053595	Proteiniclasticum sp.		0
2209	Methanosarcina mazei		0
5037	Histoplasma capsulatum		0
3112415	Candidatus Thiothrix phosphatis		0
745	Pasteurella		0
61645	Enterobacter asburiae		0
2895990	Staphylococcus sp. SC19-5581		0
2895998	bacterium SC19-5579		0
2895988	Staphylococcus sp. SC19-5402		0
2895987	Staphylococcus sp. SC19-4026		0
72550	Oryctes rhinoceros		0
3038952	Crocosphaera sp. Alani8		0
90370	Salmonella enterica subsp. enterica serovar Typhi		0
3702	Arabidopsis thaliana		0
28588	Zeugodacus cucurbitae		0
2097	Mycoplasmoides genitalium		0
1477400	marsupial metagenome	organismal metagenomes	1
1904876	Human DNA virus		0
3003941	Panthera uncia bocaparvovirus		0
3029843	Piscichuvirus sp. 'testudinae'		0
1685930	liver metagenome	organismal metagenomes	1
10258	Orf virus		0
185639	Acheta domestica densovirus		0
153946	Axinella corrugata		0
1527414	biocathode metagenome	ecological metagenomes	1
64178	Coleofasciculus chthonoplastes		0
3065094	Coleofasciculus sp. DSM 104241		0
3064494	Coleofasciculus sp. DSM 104239		0
3065099	Coleofasciculus sp. DSM 104253		0
3078222	Coleofasciculus sp. DSM 104233		0
351073	Mammalian orthoreovirus		0
3080531	Ralstonia sp. TTH27_19_1		0
3081684	Parvovirus sp. 10AU		0
3081683	Parvovirus sp. 03AU		0
2490549	Spumella sp. NIES-1846		0
3091002	Pentidionis agamae		0
1859930	anchialine metagenome	ecological metagenomes	1
1215613	Cercozoa sp. M6MM		0
338210	Necora puber		0
12083	Poliovirus 2		0
12080	Poliovirus 1		0
703	Plesiomonas shigelloides		0
3712	Brassica oleracea		0
981385	Thermotomaculum hydrothermale		0
1603871	Stenotrophobacter namibiensis		0
3115129	Staphylococcus sp. hg001-3		0
3115126	Staphylococcus sp. TD-H2-A-1		0
129247	Apodemus draco		0
39030	Apodemus agrarius		0
248811	Niviventer confucianus		0
1418066	rhinovirus C25		0
2045065	rhinovirus C16		0
1418033	rhinovirus C15		0
12130	rhinovirus A2		0
167326	rhinovirus B92		0
185936	rhinovirus B83		0
185926	rhinovirus B70		0
147679	rhinovirus B48		0
3115367	rhinovirus B107		0
185928	rhinovirus A73		0
185920	rhinovirus A61		0
185919	rhinovirus A60		0
167324	rhinovirus A46		0
147676	rhinovirus A45		0
185904	rhinovirus A33		0
185903	rhinovirus A32		0
185901	rhinovirus A30		0
44129	rhinovirus A29		0
185897	rhinovirus A24		0
1219378	rhinovirus C6		0
2777133	rhinovirus C46		0
1418042	rhinovirus C28		0
2045070	rhinovirus C27		0
2045069	rhinovirus C26		0
5204	Basidiomycota		0
4890	Ascomycota		0
3119359	Methylobacter sp. Wu1		0
2083302	amphibian metagenome	organismal metagenomes	1
3119598	nervous system metagenome	organismal metagenomes	1
147673	rhinovirus A36		0
185935	Rhinovirus A81		0
586418	Cosavirus		0
1548749	Aequorivita aquimaris		0
3080020	Enterobacter sp. JJBC		0
3122579	Mycobacterium sp. TY29143		0
3122578	Mycobacterium sp. TY29140		0
3122577	Mycobacterium sp. TY29802		0
3122576	Mycobacterium sp. TY29803		0
3122570	Mycobacterium sp. TY29804		0
3122569	Mycobacterium sp. TY29801		0
3122566	Mycobacterium sp. TY29139		0
3122565	Mycobacterium sp. TY29147		0
3122506	Mycobacterium sp. E001		0
301297	Dehalococcoidia		0
32061	Chloroflexia		0
292625	Anaerolineae		0
3126740	Candidatus Electrothrix sp. GW3-4		0
3402145	Candidatus Freyarchaeum deiterrae		0
2937913	Desulfotomaculaceae bacterium		0
11216	Human respirovirus 3		0
3132830	Ketobacter sp. N1		0
236074	Monochamus saltuarius		0
2003672	Lizard atadenovirus A		0
188913	Cetobacterium somerae		0
856	Fusobacterium varium		0
3134035	Akkermansia sp. CAG 344		0
3110464	wood metagenome	ecological metagenomes	1
118562	Limnospira platensis		0
1660082	crab metagenome	organismal metagenomes	1
2981850	Pseudomonas phage Pa53		0
28108	Alteromonas macleodii		0
2057741	Bradyrhizobium sp. SK17		0
53412	Metapseudomonas resinovorans		0
2498093	Muribaculaceae bacterium		0
497726	Nitrososphaera		0
2900548	Actinomycetota bacterium		0
556257	Pseudolabrys		0
85033	Sporichthyaceae		0
2066855	Candidatus Entotheonella sp.		0
3735	Moringa oleifera		0
519	Bordetella parapertussis		0
2184066	Marteilia pararefringens		0
12086	Poliovirus 3		0
1871064	Angustibacter sp.		0
28214	Sphingomonas sp.		0
1545499	salt mine metagenome	ecological metagenomes	1
106530	Symbiomonas scintillans		0
2024896	Anaerolineaceae bacterium		0
35814	Bordetella holmesii		0
2844372	Paramarteilia canceri		0
37623	Ostrea edulis		0
1898220	glacier lake metagenome	ecological metagenomes	1
428677	Ecklonia maxima		0
3132829	Aquabacterium sp. A3		0
330183	Solidago gigantea		0
129910	Limnospira maxima		0
1501226	Romboutsia		0
2594798	Candidatus Nanohaloarchaea archaeon		0
3065090	Coleofasciculus sp. DSM 104231		0
1449960	Acanthacorydalis orientalis		0
3065097	Coleofasciculus sp. DSM 104244		0
3065096	Coleofasciculus sp. DSM 104232		0
3064491	Coleofasciculus sp. DSM 104237		0
3847	Glycine max		0
3081682	Parvovirus sp. 02AU		0
3065092	Coleofasciculus sp. DSM 104238		0
3065088	Coleofasciculus sp. DSM 104234		0
3078223	Coleofasciculus sp. DSM 104254		0
3064542	Coleofasciculus sp. DSM 101416		0
29507	Leptospira kirschneri		0
3081687	Parvovirus sp. 21AU		0
2184469	Helianthus annuus alphaendornavirus		0
3081686	Parvovirus sp. 19AU		0
3081685	Parvovirus sp. 18AU		0
3115128	Staphylococcus sp. TD-H2-A-2		0
3115127	Staphylococcus sp. hg001-2		0
2929754	Myodes rufocanus		0
329634	Allocricetulus eversmanni		0
1418065	rhinovirus C18		0
147675	rhinovirus A20		0
147683	rhinovirus B42		0
44136	rhinovirus A7		0
44134	rhinovirus A62		0
185896	rhinovirus A22		0
2032983	rhinovirus C53		0
2045077	rhinovirus C4		0
1077430	rhinovirus C35		0
2045071	rhinovirus C29		0
3050635	sulfur spring metagenome	ecological metagenomes	1
2109258	Abditibacteriota		0
3115130	Staphylococcus sp. TD-H2-A-3		0
3115125	Staphylococcus sp. hg001-1		0
10030	Cricetulus longicaudatus		0
105297	Apodemus peninsulae		0
2045066	rhinovirus C21		0
1418043	rhinovirus C19		0
1240004	rhinovirus C11		0
44137	rhinovirus B72		0
147674	rhinovirus A18		0
185900	rhinovirus B27		0
185937	rhinovirus A85		0
185925	rhinovirus A68		0
185922	rhinovirus A64		0
31708	rhinovirus A16		0
185906	rhinovirus A38		0
147684	rhinovirus A12		0
1913637	Mucoromycota		0
66564	Chortoglyphus arcuatus		0
3120267	Dolichospermum lemmermannii FEM_B0920		0
147672	rhinovirus A28		0
185915	rhinovirus A55		0
3117543	rhinovirus C59		0
796379	Kangiella spongicola		0
393006	Tamlana crocina		0
3122575	Mycobacterium sp. TY29146		0
3122572	Mycobacterium sp. TY29149		0
3122568	Mycobacterium sp. TY29148		0
3122510	Mycobacterium sp. E009		0
3122509	Mycobacterium sp. E008		0
3122507	Mycobacterium sp. E002		0
2202844	Candidatus Electrothrix gigas		0
1604833	rhinovirus C54		0
185914	rhinovirus A54		0
1418070	rhinovirus C22		0
6843	Chelicerata		0
61985	Myriapoda		0
306545	Marinimicrobium koreense		0
1109740	Lutibacter agarilyticus		0
45248	Leucothrix mucor		0
3122574	Mycobacterium sp. TY29145		0
3122573	Mycobacterium sp. TY29142		0
3122571	Mycobacterium sp. TY29141		0
3122567	Mycobacterium sp. TY29144		0
3122508	Mycobacterium sp. E006		0
3126527	Promethearchaeati archaeon SRVP18_Atabeyarchaeia-1		0
3126526	Candidatus Atabeyarchaeum deiterrae		0
59297	Solidago canadensis		0
130327	Ovine atadenovirus D		0
544	Citrobacter		0
2020949	Romboutsia weinsteinii		0
2053607	Candidatus Rokuibacteriota bacterium		0
1033997	Nitrososphaeraceae		0
32511	Telmatochromis temporalis		0
29158	Mytilus galloprovincialis		0
6550	Mytilus edulis		0
34765	Oikopleura dioica		0
504728	Meiothermus ruber DSM 1279		0
243276	Treponema pallidum subsp. pallidum str. Nichols		0
3157987	Haementeria sp. COZEM-ANN-HIR-001/002		0
410665	Deinococcus sp. I8		0
410666	Erwinia sp. C3		0
410667	Microbacterium sp. 66		0
410669	Paenibacillus sp. F7		0
410670	Paenibacillus sp. F9		0
1426	Parageobacillus thermoglucosidasius		0
410663	Aeromonas sp. C4		0
410664	Chitinibacter sp. 53		0
410671	Pantoea sp. G3		0
410672	Pseudomonas sp. 1010		0
410674	Pseudomonas sp. 79		0
2026739	Methanobacteriota archaeon		0
2485498	Methanoregulaceae archaeon		0
2026795	Nitrososphaerota archaeon		0
2026761	Nitrosomonadales bacterium		0
1898112	Rhodospirillaceae bacterium		0
2026887	Nitrospirota bacterium		0
2268186	Candidatus Kryptoniota bacterium		0
2026771	Opitutia bacterium		0
2021379	Xanthobacteraceae bacterium		0
2052162	Gallionellaceae bacterium		0
1965321	Methyloceanibacter sp.		0
1960880	Pseudolabrys sp.		0
2093225	Candidatus Sulfobium		0
2052160	Fibrobacterota bacterium		0
2651163	Ignavibacteriaceae bacterium		0
2024894	Acidimicrobiaceae bacterium		0
2052142	Acidobacteriaceae bacterium		0
2282142	Terriglobales bacterium		0
2699758	Thermoanaerobaculaceae bacterium		0
2052149	Candidatus Aminicenantota bacterium		0
33959	Lactobacillus johnsonii		0
2951546	zooplankton metagenome	organismal metagenomes	1
1980456	Orthohantavirus andesense		0
2588089	Platymeris biguttatus		0
85310	Nezara viridula		0
286701	Eurydema dominulus		0
291269	Arma custos		0
1239021	Durganda rubra		0
696902	Eocanthecona furcellata		0
3111132	Pahabengkakia piliceps		0
35780	Candidatus Phytoplasma fraxini		0
1697963	Thyasira gouldii		0
244489	Rugalucina vietnamica		0
2897127	Rugalucina angela		0
244463	Pegophysema philippiana		0
881238	Lucinisca fenestrata		0
1899384	Lucina grandinata		0
244460	Loripinus fragilis		0
463369	Indoaustriella plicifera		0
244462	Euanodontia ovum		0
244476	Divaricella irpex		0
881214	Ctena imbricatula		0
881212	Ctena decussata		0
1899374	Afrophysema eutornus		0
299276	Erthesina fullo		0
286706	Halyomorpha halys		0
3111134	Eysarcoris sp.		0
355527	Plautia crossota		0
387771	Dolycoris baccarum		0
1763	Mycobacterium		0
1485	Clostridium		0
239934	Akkermansia		0
2026778	Phycisphaerae bacterium		0
1898206	Spirochaetaceae bacterium		0
1642954	leaf litter metagenome	ecological metagenomes	1
2053489	Promethearchaeota archaeon		0
2282154	Geobacteraceae bacterium		0
1765030	fertilizer metagenome	ecological metagenomes	1
1236046	Mesotoga infera		0
576	Klebsiella sp.		0
3141578	Salmonella phage pJS4		0
3031817	claw, hoof, horn & nail metagenome	organismal metagenomes	1
70863	Shewanella oneidensis		0
11618	Arenavirus		0
3115570	Ikanecator primus		0
3342775	Planktothrix rubescens PR223		0
452395	Sycanus bifidus		0
539814	Candidatus Endonucleibacter bathymodioli		0
3118054	Pseudoalteromonas pernae		0
36651	Penicillium digitatum		0
621	Shigella boydii		0
1870980	ear metagenome	organismal metagenomes	1
1620422	oil sands metagenome	ecological metagenomes	1
66546	Acarus siro		0
223459	Carpoglyphus lactis		0
1965437	Buchnera aphidicola (Chaitoregma tattakana)		0
1965425	Buchnera aphidicola (Astegopteryx bambusae)		0
1965444	Buchnera aphidicola (Pseudoregma panicola)		0
3075416	Buchnera aphidicola (Takecallis taiwana)		0
1265370	Buchnera aphidicola (Mindarus keteleerifoliae)		0
1265381	Buchnera aphidicola (Periphyllus koelreuteriae)		0
3075419	Buchnera aphidicola (Formosaphis micheliae)		0
187525	Acanthotermes acanthothorax		0
448105	Heterotermes vagus		0
1576344	Parrhinotermes browni		0
3162486	Reticulitermes sp. 301-90_THAI098		0
229706	Mirocapritermes		0
62956	Parrhinotermes		0
377997	Tuberculitermes bycanistes		0
377987	Schedorhinotermes lamanianus		0
1934577	Ophiotermes mirandus		0
187551	Orthotermes depressifrons		0
187517	Microcerotermes parvus		0
1826061	Heterotermes paradoxus		0
1586083	Coptotermes elisae		0
13139	Mastotermes darwiniensis		0
127379	Heterotermes tenuior		0
377969	Orientotermes emersoni		0
127392	Schedorhinotermes sarawakensis		0
36987	Coptotermes formosanus		0
2755517	Isognathotermes finitimus		0
3109551	Forficulitermes planifrons		0
187535	Cylindrotermes parvignathus		0
1980615	Drepanotermes perniger		0
1934493	Homallotermes foraminifer		0
488279	Termes hispaniolae		0
3163226	Aciculitermes sp.		0
187539	Globitermes globosus		0
2728624	Velocitermes barrocoloradensis		0
3163233	Inquilinitermes sp.		0
1436841	Nasutitermes coxipoensis		0
1934561	Noditermes lamanianus		0
378002	Unguitermes trispinosus		0
3163234	Neocapritermes braziliensis		0
3163232	Furculitermes sp.		0
3163229	Duplidentitermes furcatidens		0
377920	Jugositermes tuberculatus		0
3163240	Spinitermes nigrostomus		0
3163241	Tenuirostritermes tenuirostris		0
3163228	Cylindrotermes flangiatus		0
2910473	Gnathamitermes grandis		0
187533	Crepititermes verruculosus		0
2910477	Acorhinotermes subfusciceps		0
3163237	Planicapritermes sp.		0
1576343	Orthognathotermes aduncus		0
53346	Enterococcus mundtii		0
60588	Odontotermes formosanus		0
3050548	Astalotermes sp.		0
223394	Neotermes castaneus		0
3162888	Dentispicotermes sp.		0
1367269	Embiratermes neotenicus		0
280684	Rhinotermes hispidus		0
641613	Cryptotermes cavifrons		0
370423	Labiotermes labralis		0
488269	Constrictotermes cyphergaster		0
486158	Cryptocercus meridianus		0
3137596	Staphylococcus phage SWC012		0
1720083	Acetilactobacillus jinshanensis		0
2924877	watershed metagenome	ecological metagenomes	1
3342774	Planktothrix rubescens PR222		0
3051869	Candidatus Endonucleibacter sp. (ex Gigantidas childressi)		0
114742	Pythium insidiosum		0
244461	Cavatidens omissa		0
244491	Pseudolucinisca lacteola		0
1899362	Lucinisca muricata		0
406540	Lucinella divaricata		0
881251	Lucina adansoni		0
463370	Indoaustriella dalli		0
244466	Austriella corrugata		0
102298	Ctena		0
881210	Ctena bella		0
881205	Cryptophysema vesicula		0
881209	Codakia paytenorum		0
69896	Candidatus Phytoplasma solani		0
4556	Setaria viridis		0
28450	Burkholderia pseudomallei		0
2744370	Micropterus dolomieu adomavirus 1		0
3075415	Buchnera aphidicola (Ceratovacuna keduensis)		0
655391	Buchnera aphidicola (Nippolachnus piri)		0
1265361	Buchnera aphidicola (Greenidea ficicola)		0
1265387	Buchnera aphidicola (Shivaphis celti)		0
3075417	Buchnera aphidicola (Mindarus japonicus)		0
1265366	Buchnera aphidicola (Kurisakia onigurumii)		0
1265378	Buchnera aphidicola (Neophyllaphis podocarpi)		0
1036538	Reticulitermes nelsonae		0
64672	Sinocapritermes		0
187541	Hodotermes mossambicus		0
139992	Microcerotermes		0
280685	Dolichorhinotermes longilabius		0
355290	Amitermes meridionalis		0
201611	Pseudacanthotermes militaris		0
1945554	Stylotermes		0
2910515	Anacanthotermes sp.		0
3163243	Ternicubitermes sp.		0
2755514	Cubitermes tenuiceps		0
377994	Thoracotermes macrothorax		0
187553	Procubitermes arboricola		0
377894	Crenetermes albotarsalis		0
2910475	Stolotermes victoriensis		0
2603942	Quasitermes incisus		0
2913421	Termitinae sp.		0
2755523	Megagnathotermes notandus		0
3163227	Angulitermes sp.		0
3074717	Eutermellus aquilinus		0
378004	Verrucositermes tuberosus		0
2854081	Astratotermes hilarus		0
3109550	Engelitermes zambo		0
1934602	Silvestritermes heyeri		0
3163236	Orthognathotermes wheeleri		0
3163235	Onkotermes corochus		0
1576342	Neocapritermes araguaia		0
377958	Neocapritermes talpa		0
1972827	Genuotermes spinifer		0
1945555	Stylotermes halumicus		0
280691	Glossotermes oculatus		0
1312446	Prorhinotermes simplex		0
2904725	Glyptotermes pubescens		0
3025231	Amitermes californicus		0
2946128	Pericapritermes sp.		0
2904726	Neocapritermes utiariti		0
52233	Nasutitermes corniger		0
486157	Cryptocercus hirtus		0
948538	Anoplotermes banksi		0
280681	Coptotermes testaceus		0
256704	Heterotermes tenuis		0
36984	Cryptocercus punctulatus		0
46255	Weissella		0
2792601	Planktothricoides raciborskii GIHE-MW2		0
410668	Microbacterium sp. 84		0
410673	Pseudomonas sp. 75		0
410675	Pseudomonas sp. C5		0
59654	Ixodes tasmani		0
127003	Amblyomma sparsum		0
2977	Vaucheria bursata		0
1911546	Acanthaspis cincticrus		0
3111135	Dalpada sp.		0
3342773	Planktothrix rubescens PR221		0
29908	Sporothrix schenckii		0
881239	Lucinisca nassula		0
244459	Cavatidens bullula		0
881235	Lepidolucina venusta		0
1899357	Divalinga weberi		0
3447973	Candidatus Nitrososphaera maunauluensis		0
3114438	Ancylonema sp.		0
549	Pantoea agglomerans		0
1296673	Chrysopelea ornata		0
1170227	Candidatus Methylomirabilis		0
2572088	Candidatus Nanosynbacter featherlites		0
1965431	Buchnera aphidicola (Ceratoglyphina bambusae)		0
98804	Buchnera aphidicola (Tuberolachnus salignus)		0
1241868	Buchnera aphidicola (Mollitrichosiphum nigrofasciatum)		0
3075418	Buchnera aphidicola (Neophyllaphis varicolor)		0
3075420	Buchnera aphidicola (Taiwanaphis decaspermi)		0
196024	Aeromonas dhakensis		0
127390	Schedorhinotermes		0
119666	Serritermes serrifer		0
377968	Oriensubulitermes inanis		0
187580	Procapritermes		0
1934596	Promirotermes pygmaeus		0
187558	Prohamitermes mirabilis		0
2052668	Prorhinotermes inopinatus		0
229713	Euhamitermes hamatus		0
187531	Cephalotermes rectangularis		0
377978	Porotermes quadricollis		0
187523	Termes fatalis		0
2949554	Mimeutermes sorex		0
377914	Hodotermopsis sjostedti		0
377984	Psammotermes voeltzkowi		0
2755533	Polyspathotermes inclitus		0
3163239	Postsubulitermes sp.		0
3163231	Eremotermes sp.		0
187522	Termes hospes		0
187574	Apilitermes longiceps		0
1576346	Syntermes spinosus		0
256709	Kalotermes flavicollis		0
2904733	Nitiditermes sp.		0
2854009	Allognathotermes hypogeus		0
187529	Cavitermes tuberosus		0
127398	Termitogeton planus		0
377983	Promirotermes redundans		0
187564	Sphaerotermes sphaerothorax		0
377923	Leptomyxotermes doriae		0
377892	Cornitermes pugnax		0
3152083	Subulitermes sp.		0
2904732	Microcerotermes sp.		0
36989	Reticulitermes flavipes		0
158441	Folsomia candida		0
2723029	Hydrogenophilaceae bacterium		0
2030812	Candidatus Wolfebacteria bacterium		0
2052148	Caldifarciminota bacterium		0
2004513	Methylocapsa sp.		0
11286	Lyssavirus		0
1225531	Equus ovodovi		0
379504	Equus hydruntinus		0
71621	Rimicaris exoculata		0
36774	Brassica oleracea var. italica		0
48386	Perilla frutescens		0
3562	Spinacia oleracea		0
4236	Lactuca sativa		0
179537	Hyporthodus haifensis		0
44386	Haemaphysalis longicornis		0
1455666	gill metagenome	organismal metagenomes	1
2052170	Methanoregula sp.		0
2099678	Desulfuromonadales bacterium		0
2172550	Candidatus Zhuqueibacterota bacterium		0
2250710	candidate division TA06 bacterium		0
2052164	Gemmataceae bacterium		0
1968840	Pseudobacteroides sp.		0
2306052	Nitrospiria bacterium		0
2282155	Syntrophobacterales bacterium		0
2814272	Thermodesulfovibrionales bacterium		0
2053615	Spirochaetia bacterium		0
2517210	Candidatus Brocadiia bacterium		0
2928017	Syntrophales bacterium		0
2006848	Opitutaceae bacterium		0
2478488	Elusimicrobiales bacterium		0
895	Desulfobulbus sp.		0
2053624	Synergistaceae bacterium		0
2053307	Desulfobulbaceae bacterium		0
2593537	Desulfobacula sp.		0
2049043	Desulfovibrionaceae bacterium		0
649756	Anaerostipes hadrus		0
2569971	Crucivirus sp.		0
130672	Siderastrea siderea		0
3053831	Circovirus sp. gt10AU		0
3053823	Circovirus sp. gt2AU		0
315348	Solanum violaceimarmoratum		0
315347	Solanum verrucosum		0
856989	Solanum tarnii		0
561130	Solanum trifidum		0
172795	Solanum neorossii		0
199469	Solanum ehrenbergii		0
317829	Solanum multiinterruptum		0
2907391	Solanum malmeanum		0
710640	Solanum medians		0
608812	Solanum mochiquense		0
73573	Solanum laxissimum		0
856981	Solanum limbaniense		0
4113	Solanum tuberosum		0
317823	Solanum immite		0
160510	Solanum cardiophyllum		0
315336	Solanum candolleanum		0
172793	Solanum jamesii		0
561126	Solanum boliviense		0
856898	Solanum huancabambense		0
162495	Solanum vernei		0
610331	Solanum venturii		0
205547	Solanum doddsii		0
317815	Solanum acroscopicum		0
681989	Solanum capsicibaccatum		0
561127	Solanum gandarillasii		0
47970	Solanum berthaultii		0
205531	Solanum stenophyllidium		0
172264	Solanum raphanifolium		0
62893	Solanum polyadenium		0
73575	Solanum okadae		0
315341	Solanum lignicaule		0
198039	Solanum kurtzianum		0
82633	Cupriavidus pauculus		0
35789	Rickettsia helvetica		0
1805982	Sporothrix thermara		0
316091	uncultured Tropheryma sp.		0
2202144	Spirochaetota bacterium		0
2813034	Sedimentisphaerales bacterium		0
2854022	Treponemataceae bacterium		0
2006184	Desulfamplus sp.		0
2053594	Prolixibacteraceae bacterium		0
2725311	Fibrobacteria bacterium		0
1965318	Draconibacterium sp.		0
2005722	bacterium BMS3Abin14		0
45200	Methanospirillum sp.		0
2052185	Syntrophobacteraceae bacterium		0
2813032	Pontiellaceae bacterium		0
242718	Colpophyllia natans		0
214965	Dendrogyra cylindrus		0
2056255	Reptarenavirus sp.		0
3053828	Circovirus sp. gt7AU		0
3053833	Circovirus sp. gt12AU		0
3053832	Circovirus sp. gt11AU		0
3053822	Circovirus sp. gt1AU		0
3055251	Thyasira sp. Sagami		0
856884	Solanum x blanco-galdosii		0
2998085	Solanum neocardenasii		0
317827	Solanum morelliforme		0
50273	Solanum pinnatisectum		0
73574	Solanum microdontum		0
4108	Solanum chacoense		0
205532	Solanum brevicaule		0
147425	Solanum bulbocastanum		0
52705	Solanum sogarandinum		0
205571	Solanum piurae		0
1077527	beetle metagenome	organismal metagenomes	1
1828	Rhodococcoides fascians		0
3085159	Pseudohongiellaceae bacterium		0
2729997	Gilvibacter sp.		0
2719033	Immundisolibacteraceae bacterium		0
3104271	Woeseiales bacterium		0
2015799	Hyphomicrobiaceae bacterium		0
2691551	Thermoguttaceae bacterium		0
1874737	Methanolobus sp.		0
2773296	Desulfolutivibrio sp.		0
2725315	Candidatus Goldiibacteriota bacterium		0
2212468	Bryobacteraceae bacterium		0
52017	Desulfomicrobium sp.		0
80867	Paracidovorax avenae		0
2212373	Yoonia sp.		0
1930536	Sphingomonadaceae bacterium		0
1897614	Maribacter sp.		0
2006849	Lysobacterales bacterium		0
2024895	Alcanivoracaceae bacterium		0
1759406	microbial fuel cell metagenome	ecological metagenomes	1
13164	Myzus persicae		0
167043	Crocidura lasiura		0
9378	Suncus murinus		0
685768	Crocidura tanakae		0
183721	Crocidura shantungensis		0
3131913	Pseudoalteromonas qingdaonensis		0
2596910	protist metagenome	organismal metagenomes	1
764736	Symphytum asperum		0
203760	Pentaglottis sempervirens		0
256472	Anchusa capensis		0
1288241	Paracaryum racemosum		0
203729	Antiphytum hintoniorum		0
1037327	Antiphytum floribundum		0
554546	Pontechium maculatum		0
3140036	Alkanna tinctoria subsp. tinctoria		0
475915	Moltkia suffruticosa		0
3140129	Lobostemon argenteus		0
475907	Lithospermum officinale		0
650309	Lithospermum macbridei		0
3140126	Alkanna corcyrensis		0
3140128	Lithospermum guatemalense		0
682806	Lithospermum azuayensis		0
475890	Lithodora fruticosa		0
113434	Echium handiense		0
113433	Echium giganteum		0
181181	Buglossoides arvensis		0
554533	Huynhia pulchra		0
1470854	Aegonychon zollingeri		0
1491507	Pocillopora acuta		0
307492	Aphis craccivora		0
1204294	snake metagenome	organismal metagenomes	1
120959	Mycobacterium kubicae		0
1961	Streptomyces virginiae		0
1615681	Acidicapsa acidisoli		0
1359	Lactococcus cremoris		0
1358	Lactococcus lactis		0
204430	Fibrobacteria		0
572511	Blautia		0
97485	Prymnesium parvum		0
1694	Bifidobacterium pseudolongum		0
28025	Bifidobacterium animalis		0
62329	Fagopyrum cymosum		0
2219225	Pseudomonas asiatica		0
3235033	Pseudomonas sp. T0H0CK5		0
3235031	Pseudomonas sp. T0H0CK3		0
3235029	Pseudomonas sp. T0H0CK1		0
2870513	Lepraria straminea		0
209129	Lepraria eburnea		0
2548429	Lepraria nothofagi		0
1340010	Lepraria finkii		0
3162533	Stereocaulon caespitosum		0
3162532	Stereocaulon antarcticum		0
350623	Stereocaulon alpinum		0
2870514	Lepraria toilenae		0
2870512	Lepraria caerulescens		0
2826927	meat metagenome	ecological metagenomes	1
53335	Pantoea		0
62276	Sorex caecutiens		0
127560	Anourosorex squamipes		0
256506	Trachystemon orientalis		0
256489	Hormuzakia aggregata		0
256499	Pulmonaria angustifolia		0
256492	Nonea lutea		0
354628	Cynoglossum amabile		0
3140115	Caccinia macranthera var. crassifolia		0
543563	Alkanna orientalis		0
475922	Paramoltkia doerfleri		0
475924	Podonosma orientalis		0
652640	Onosma stellulata		0
860125	Onosma echioides subsp. echioides		0
2364902	Onosma armena		0
475884	Arnebia coerulea		0
475917	Neatostema apulum		0
650320	Maharanga emodi		0
1037334	Lithospermum oblongifolium		0
475903	Lithospermum distichum		0
475900	Lithospermum afromontanum		0
475899	Lithodora zahnii		0
475898	Glandora rosmarinifolia		0
113458	Glandora diffusa		0
2650391	Alkanna areolata		0
113441	Echium nervosum		0
131385	Cerinthe minor		0
475887	Buglossoides tenuiflora		0
3004132	Modestobacter sp. VKM Ac-2978		0
1717	Corynebacterium diphtheriae		0
307134	Columbia Basin potato purple top phytoplasma		0
2731618	Uroviricota		0
3235036	Pseudomonas sp. T0H0CK8		0
3235035	Pseudomonas sp. T0H0CK7		0
3235032	Pseudomonas sp. T0H0CK4		0
3235030	Pseudomonas sp. T0H0CK2		0
209135	Lepraria lobificans		0
2040845	Lepraria sp.		0
2870516	Lepraria chileana		0
2202764	Stereocaulon gregarium		0
373696	Stereocaulon glabrum		0
3162534	Stereocaulon cornutum		0
411665	Pleioblastus amarus		0
2792295	Pseudopontixanthobacter sp.		0
1920174	Octadecabacter sp.		0
1966449	Ulvibacter sp.		0
1969459	Litoreibacter sp.		0
2650413	Ancistrocarya japonica		0
34249	Brunnera macrophylla		0
417949	Mertensia virginica		0
1212525	Mertensia bella		0
543564	Alkanna tinctoria		0
1330317	Lappula texana		0
1288232	Mimophytum alienum		0
1302931	Myosotis traversii		0
1288179	Cynoglossum australe		0
650328	Lithospermum tschimganicum		0
2364919	Onosma khorassanica		0
2364907	Onosma chlorotricha		0
925423	Onosma alborosea		0
554535	Arnebia densiflora		0
554540	Moltkiopsis ciliata		0
554538	Moltkia coerulea		0
1641218	Lobostemon trichotomus		0
652630	Lithospermum johnstonii		0
